metric_id,instance_id,timestamp,cpu_percent,mem_percent,disk_read_mb,disk_write_mb,net_recv_kb,net_sent_kb
484,my-windows-pc,2026-05-09 20:05:10.38999+05:30,13.1,82.1,0.0479,0.0405,0.0268,0.025
485,my-windows-pc,2026-05-09 20:05:40.513176+05:30,8.9,83,0.1475,0.0289,0.8267,0.3463
486,my-windows-pc,2026-05-09 20:06:10.634184+05:30,13.6,82.4,0.7224,0.3813,0.0717,0.0608
487,my-windows-pc,2026-05-09 20:06:40.753969+05:30,8.7,83.1,0.1025,0.0214,0.0947,0.1454
488,my-windows-pc,2026-05-09 20:07:11.006428+05:30,13.5,82.3,0.3939,0.0363,0.3711,0.1617
489,my-windows-pc,2026-05-09 20:07:41.140439+05:30,53.1,75.8,4.6586,5.4721,3.9403,0.9721
490,my-windows-pc,2026-05-09 20:08:11.264607+05:30,15.3,73.1,0.1667,0.3985,0.0854,0.0711
491,my-windows-pc,2026-05-09 20:08:41.387946+05:30,18.5,76,0.5598,0.0289,0.6277,0.9633
492,my-windows-pc,2026-05-09 20:09:11.528707+05:30,30.1,76,4.0945,2.0034,3.9052,0.982
493,my-windows-pc,2026-05-09 20:09:41.660435+05:30,13,76.1,0.0574,0.0488,2.7951,0.3517
494,my-windows-pc,2026-05-09 20:10:11.779264+05:30,6.9,75.5,0.0338,0.0406,0.0665,0.0606
495,my-windows-pc,2026-05-09 20:10:41.904611+05:30,15.1,76.3,1.0606,0.0295,1.6484,0.4411
496,my-windows-pc,2026-05-09 20:11:12.037136+05:30,9.5,75.6,11.5557,0.3919,0.5492,0.1656
497,my-windows-pc,2026-05-09 20:11:42.165607+05:30,16.8,77.2,0.7376,0.0787,0.1009,0.1525
498,my-windows-pc,2026-05-09 20:12:12.303925+05:30,7.6,76.6,0.0725,0.0545,0.0672,0.0597
499,my-windows-pc,2026-05-09 20:12:42.413784+05:30,16.8,74.4,0.037,1.0816,0.0775,0.139
500,my-windows-pc,2026-05-09 20:13:12.546931+05:30,10.3,73.5,0.851,0.3491,0.0204,0.0267
501,my-windows-pc,2026-05-09 20:13:42.673936+05:30,14.9,74.8,0.5605,0.0298,0.2537,0.3234
502,my-windows-pc,2026-05-09 20:14:12.795518+05:30,6.9,74.1,0.0306,0.0524,0.4707,0.1905
503,my-windows-pc,2026-05-09 20:14:42.915883+05:30,14.4,75.2,0.088,0.0453,4.2832,1.1609
504,my-windows-pc,2026-05-09 20:15:13.043497+05:30,8.1,74.4,0.2684,0.0435,0.1981,0.1377
505,my-windows-pc,2026-05-09 20:15:43.161184+05:30,12.1,75,0.1487,0.0404,1.6842,3.8493
506,my-windows-pc,2026-05-09 20:16:13.294375+05:30,10.8,74.3,0.074,0.3807,0.074,0.0613
507,my-windows-pc,2026-05-09 20:16:43.425811+05:30,31.8,81.1,2.7003,3.1519,1.8618,0.6056
508,my-windows-pc,2026-05-09 20:17:13.548903+05:30,17.7,76,0.3685,1.1312,0.1966,0.02
509,my-windows-pc,2026-05-09 20:17:43.684542+05:30,12.4,77.2,1.1492,0.0536,0.9734,0.5567
510,my-windows-pc,2026-05-09 20:18:13.819331+05:30,25.5,77.7,2.3953,1.2414,4.5051,0.7353
511,my-windows-pc,2026-05-09 20:18:43.937739+05:30,13.1,77.8,0.0726,0.0371,0.2894,0.1532
512,my-windows-pc,2026-05-09 20:19:14.058247+05:30,13.4,75.3,1.2595,0.0292,1.9604,0.9431
513,my-windows-pc,2026-05-09 20:19:44.181647+05:30,9.9,76.8,0.3517,0.054,3.7799,0.8452
514,my-windows-pc,2026-05-09 20:20:14.315094+05:30,12.6,76.4,0.3697,0.0604,1.9556,0.437
515,my-windows-pc,2026-05-09 20:20:44.447546+05:30,15.2,77.1,0.7579,1.4887,1.964,0.5462
516,my-windows-pc,2026-05-09 20:21:14.58728+05:30,9.9,76.6,0.0512,0.5354,2.8292,0.3125
517,my-windows-pc,2026-05-09 20:21:44.74261+05:30,11,77.2,0.0365,0.0233,0.2384,0.3278
518,my-windows-pc,2026-05-09 20:22:14.864087+05:30,7.6,76.6,0.0412,0.0612,0.2664,0.2922
519,my-windows-pc,2026-05-09 20:22:44.986913+05:30,14.5,73.9,0.049,1.3673,0.1532,0.1288
520,my-windows-pc,2026-05-09 20:23:15.105505+05:30,7.9,73.4,0.0249,0.3555,0.2336,0.014
521,my-windows-pc,2026-05-09 20:23:45.226962+05:30,13.3,73.9,0.013,0.0154,0.3054,0.1462
522,my-windows-pc,2026-05-09 20:24:15.349904+05:30,10.5,73.3,0.3321,0.3486,0.2207,0.0292
523,my-windows-pc,2026-05-09 20:24:45.471374+05:30,14.8,74.8,0.0887,0.0402,2.9717,0.509
524,my-windows-pc,2026-05-09 20:25:15.603916+05:30,7.7,74.6,0.1514,0.029,0.0154,0.0099
525,my-windows-pc,2026-05-09 20:25:45.733147+05:30,14.4,75.5,0.0777,0.0283,0.5908,0.286
526,my-windows-pc,2026-05-09 20:26:15.856297+05:30,8.2,75.1,0.1315,0.4036,0.5658,0.1766
527,my-windows-pc,2026-05-09 20:26:46.063822+05:30,14.3,77,1.0088,0.3777,0.9999,0.6253
528,my-windows-pc,2026-05-09 20:27:16.301064+05:30,25,78.6,1.4562,0.1244,14.6149,1.6573
529,my-windows-pc,2026-05-09 20:27:46.636836+05:30,42.9,90.1,9.3464,2.787,16.9597,3.3135
530,my-windows-pc,2026-05-09 20:28:19.065836+05:30,67.9,78.8,10.9912,17.0735,1.2163,0.7385
531,my-windows-pc,2026-05-09 20:28:49.298135+05:30,22.2,80.7,2.435,0.0388,0.2156,0.122
532,my-windows-pc,2026-05-09 20:29:19.434576+05:30,40.6,85.6,4.0477,3.0124,3.9557,1.0202
533,my-windows-pc,2026-05-09 20:29:50.00627+05:30,10.5,80.8,0.1393,1.8973,3.1274,0.5039
534,my-windows-pc,2026-05-09 20:30:20.130909+05:30,12.9,79.1,0.278,1.7393,0.0721,0.0549
535,my-windows-pc,2026-05-09 20:30:50.266141+05:30,10.3,78.1,0.064,0.0649,1.6017,0.2786
536,my-windows-pc,2026-05-09 20:31:20.440013+05:30,30.3,79.6,2.1797,0.3751,0.1267,0.0429
537,my-windows-pc,2026-05-09 20:31:50.582555+05:30,8.8,80.8,0.2911,0.0548,0.4329,0.2764
538,my-windows-pc,2026-05-09 20:32:20.720448+05:30,7.8,80.7,0.2842,0.0266,0.0438,0.0335
539,my-windows-pc,2026-05-09 20:32:50.847349+05:30,8.4,80.4,0.0461,0.3597,0.1727,0.1849
540,my-windows-pc,2026-05-09 20:33:20.953525+05:30,10.5,80.5,0.504,0.367,0.0399,0.0249
541,my-windows-pc,2026-05-09 20:33:51.064001+05:30,8.2,80.2,0.0666,0.036,0.0959,0.1555
542,my-windows-pc,2026-05-09 20:34:21.19368+05:30,4.9,80.8,0.0346,0.0193,0.0495,0.0422
543,my-windows-pc,2026-05-09 20:34:51.310091+05:30,9.5,80.3,0.014,0.0284,2.4598,0.3229
544,my-windows-pc,2026-05-09 20:35:21.435469+05:30,6.8,80.3,0.0397,0.0191,0.0283,0.0246
545,my-windows-pc,2026-05-09 20:35:51.558132+05:30,8.5,79.6,0.0376,0.0364,0.7112,0.3508
546,my-windows-pc,2026-05-09 20:36:21.683111+05:30,13.7,81.1,0.0586,0.449,3.8764,0.4135
547,my-windows-pc,2026-05-09 20:36:51.831815+05:30,11.7,80.4,0.1415,0.0426,0.0877,0.1346
548,my-windows-pc,2026-05-09 20:37:21.958741+05:30,36.6,83.7,1.2642,0.6116,3.392,0.6323
549,my-windows-pc,2026-05-09 20:37:52.072297+05:30,15.1,75.6,0.0785,1.429,0.3081,0.2711
550,my-windows-pc,2026-05-09 20:38:22.190247+05:30,17.9,76.7,0.0935,1.7321,0.078,0.0577
551,my-windows-pc,2026-05-09 20:38:52.333538+05:30,19.8,76.6,0.1886,0.03,0.1958,0.2287
552,my-windows-pc,2026-05-09 20:39:22.456152+05:30,13.5,75.1,0.0298,0.0333,0.1924,0.0987
553,my-windows-pc,2026-05-09 20:39:52.575741+05:30,15.4,79.9,1.8074,0.037,3.1389,0.4437
554,my-windows-pc,2026-05-09 20:40:22.701647+05:30,12.7,80.9,0.8517,0.0162,0.8284,1.182
555,my-windows-pc,2026-05-09 20:40:52.837503+05:30,5.7,80.9,0.0534,0.0293,1.6611,0.4947
556,my-windows-pc,2026-05-09 20:41:22.975412+05:30,10.7,81.2,0.0132,0.7022,0.2138,0.0267
557,my-windows-pc,2026-05-09 20:41:53.110071+05:30,7.1,81.1,0.2438,0.0546,0.6415,1.1296
558,my-windows-pc,2026-05-09 20:42:23.237393+05:30,8.6,81.6,0.1462,0.0391,0.1417,0.0219
559,my-windows-pc,2026-05-09 20:42:53.370539+05:30,7.1,79.6,0.0021,0.4907,0.1757,0.1248
560,my-windows-pc,2026-05-09 20:43:23.484797+05:30,8.9,78.2,0.0218,0.02,0.0652,0.0207
561,my-windows-pc,2026-05-09 20:43:53.61393+05:30,4.1,77.4,0.0026,0.0287,0.1081,0.1578
562,my-windows-pc,2026-05-09 20:44:23.777697+05:30,5.5,78.2,0.0227,0.0288,0.5046,0.2127
563,my-windows-pc,2026-05-09 20:44:53.894311+05:30,16.8,80.6,0.2078,0.038,3.9481,0.8881
564,my-windows-pc,2026-05-09 20:45:24.001335+05:30,12.6,79.9,0.0176,0.0537,3.9513,0.4182
565,my-windows-pc,2026-05-09 20:45:54.127184+05:30,22.7,80.7,0.0368,0.1181,1.1876,2.4739
566,my-windows-pc,2026-05-09 20:46:24.253602+05:30,8.8,79.2,0.0223,0.3656,0.6132,0.0433
567,my-windows-pc,2026-05-09 20:46:54.399092+05:30,8.1,78.6,0.0124,0.0264,0.0729,0.1252
568,my-windows-pc,2026-05-09 20:47:24.523508+05:30,7.6,79.8,0.4294,0.1375,0.3736,0.1246
569,my-windows-pc,2026-05-09 20:47:54.642489+05:30,16.3,76.5,0.6992,1.2395,0.755,0.4504
570,my-windows-pc,2026-05-09 20:48:26.587842+05:30,57.4,89.1,10.463,6.1229,28.3874,3.5056
571,my-windows-pc,2026-05-09 20:48:56.806434+05:30,74.1,88.8,3.8055,1.4034,36.0715,5.6355
572,my-windows-pc,2026-05-09 20:49:26.922691+05:30,45.2,88,0.9355,0.1598,3.8014,0.3379
573,my-windows-pc,2026-05-09 20:49:57.03645+05:30,42.6,88.7,2.0361,0.0669,3.9317,0.6273
574,my-windows-pc,2026-05-09 20:50:27.157296+05:30,39.4,86.4,1.4411,1.9185,1.3308,0.3072
575,my-windows-pc,2026-05-09 20:50:57.277505+05:30,31.2,85.5,0.053,0.0225,0.1081,0.1877
576,my-windows-pc,2026-05-09 20:51:27.687358+05:30,35.9,90.9,0.7252,0.3737,3.258,1.0043
577,my-windows-pc,2026-05-09 20:51:57.853931+05:30,45.2,83.4,0.1677,3.688,0.5814,0.2041
578,my-windows-pc,2026-05-09 20:52:27.980353+05:30,47.2,80.2,0.8141,0.0304,0.0689,0.072
579,my-windows-pc,2026-05-09 20:52:58.101264+05:30,16.1,71.5,0.082,1.4328,0.0726,0.1292
580,my-windows-pc,2026-05-09 20:53:28.232799+05:30,22.6,74,0.0791,0.0183,0.0235,0.0241
581,my-windows-pc,2026-05-09 20:53:58.365856+05:30,13.4,74,3.9747,0.0476,0.1236,0.1682
582,my-windows-pc,2026-05-09 20:54:28.473317+05:30,13.1,76.7,0.1267,0.0876,3.9005,0.4655
583,my-windows-pc,2026-05-09 20:54:58.595605+05:30,13.2,75.5,0.152,0.1022,2.7825,0.3205
584,my-windows-pc,2026-05-09 20:55:28.723714+05:30,10.9,74.2,0.1511,0.3659,0.6221,0.323
585,my-windows-pc,2026-05-09 20:55:58.851608+05:30,19.5,76.5,0.5932,0.0335,0.4941,0.3399
586,my-windows-pc,2026-05-09 20:56:28.963428+05:30,22.4,75.7,1.1334,0.3828,0.6088,0.1217
587,my-windows-pc,2026-05-09 20:56:59.082303+05:30,15.6,76.6,1.9968,0.0311,0.0917,0.1397
588,my-windows-pc,2026-05-09 20:57:29.21214+05:30,51.3,82.4,3.5994,0.515,6.0348,0.865
589,my-windows-pc,2026-05-09 20:57:59.339993+05:30,73.1,81.6,0.4505,0.3754,0.1128,0.1568
590,my-windows-pc,2026-05-09 20:58:29.508929+05:30,70.3,82.7,0.9478,3.3759,5.4639,0.8661
591,my-windows-pc,2026-05-09 20:58:59.658639+05:30,78.7,83.1,0.2517,0.041,0.4962,0.272
592,my-windows-pc,2026-05-09 20:59:29.801772+05:30,77.9,85,2.7996,0.3818,3.4763,1.3266
593,my-windows-pc,2026-05-09 20:59:59.937707+05:30,75.5,84.5,0.1557,0.0753,2.8364,0.3911
594,my-windows-pc,2026-05-09 21:00:30.466871+05:30,95.9,91.5,7.8053,0.2913,8.9483,2.2797
595,my-windows-pc,2026-05-09 21:01:00.999267+05:30,87.7,92.3,16.4562,0.7465,1.636,0.9826
596,my-windows-pc,2026-05-09 21:01:31.220556+05:30,82.1,82.2,12.3576,3.4157,1.6724,0.1617
597,my-windows-pc,2026-05-09 21:02:01.543773+05:30,77.1,84.7,4.0916,0.07,0.1127,0.1648
598,my-windows-pc,2026-05-09 21:02:31.775291+05:30,57.6,85.2,15.9481,5.8764,2.5014,2.6048
599,my-windows-pc,2026-05-09 21:03:01.952182+05:30,52.5,81.9,1.0604,2.1889,0.3461,0.2633
600,my-windows-pc,2026-05-09 21:03:32.111809+05:30,61,82.1,1.4044,0.1156,0.7297,1.5513
601,my-windows-pc,2026-05-09 21:04:02.233219+05:30,31.9,82.5,0.947,0.3809,0.4649,0.4023
602,my-windows-pc,2026-05-09 21:04:32.492723+05:30,59.7,81.8,0.2791,1.9749,0.4839,0.4529
603,my-windows-pc,2026-05-09 21:05:03.195786+05:30,74.8,82.8,1.1289,0.0548,2.76,0.3297
604,my-windows-pc,2026-05-09 21:05:35.04028+05:30,91,90,15.1218,0.6237,4.3325,7.484
605,my-windows-pc,2026-05-09 21:06:05.682869+05:30,97.3,90.2,9.037,5.6134,6.3704,18.3993
606,my-windows-pc,2026-05-09 21:06:35.917387+05:30,94.4,91,3.3788,0.7608,9.2749,17.5936
607,my-windows-pc,2026-05-09 21:07:06.353916+05:30,87,89.5,10.2862,2.9992,8.579,11.7668
608,my-windows-pc,2026-05-09 21:07:36.797692+05:30,81.3,89.7,7.7912,0.7554,5.4601,14.0005
609,my-windows-pc,2026-05-09 21:08:06.953852+05:30,72.8,82.1,0.4374,7.0965,1.901,2.3462
610,my-windows-pc,2026-05-09 21:08:37.624851+05:30,67.6,91.2,11.5617,2.4579,8.7165,14.8246
611,my-windows-pc,2026-05-09 21:09:13.909055+05:30,55.5,85.6,11.5828,6.6307,13.0706,5.412
612,my-windows-pc,2026-05-09 21:09:44.106602+05:30,52.2,87.3,5.26,2.3642,105.9199,11.4804
613,my-windows-pc,2026-05-09 21:10:15.760255+05:30,31.3,87.6,0.9298,0.0428,30.5847,1.0563
614,my-windows-pc,2026-05-09 21:10:46.3041+05:30,73.1,88.4,9.0168,2.1182,695.682,8.0702
615,my-windows-pc,2026-05-09 21:11:16.531637+05:30,44.4,87.1,4.6634,0.0476,500.8336,5.3313
616,my-windows-pc,2026-05-09 21:11:46.699628+05:30,41,87.5,0.7585,0.3584,218.0935,3.1939
617,my-windows-pc,2026-05-09 21:12:16.845848+05:30,39.8,85.3,4.2528,1.3443,202.679,2.7979
618,my-windows-pc,2026-05-09 21:12:46.991225+05:30,39.9,83.1,2.1175,2.4535,305.1637,4.3579
619,my-windows-pc,2026-05-09 21:13:17.133929+05:30,64,88.1,1.421,1.1934,140.029,3.0152
620,my-windows-pc,2026-05-09 21:13:47.282219+05:30,60.8,87.2,0.9337,0.4326,300.794,4.9172
621,my-windows-pc,2026-05-09 21:14:17.569098+05:30,47.7,84.4,3.1694,0.0558,425.471,5.7971
622,my-windows-pc,2026-05-09 21:14:47.770306+05:30,53.8,85.5,1.2925,1.3073,525.5408,7.3209
623,my-windows-pc,2026-05-09 21:15:17.927017+05:30,46,85.6,0.2509,0.0552,480.3672,6.5858
624,my-windows-pc,2026-05-09 21:15:48.091368+05:30,36.9,85.6,0.5239,0.0596,345.7739,5.5203
625,my-windows-pc,2026-05-09 21:16:18.336438+05:30,63.2,88.4,0.5286,0.0349,408.9716,5.0975
626,my-windows-pc,2026-05-09 21:16:48.584799+05:30,62,89.1,0.7965,0.3629,115.3522,2.364
627,my-windows-pc,2026-05-09 21:17:18.825924+05:30,57.8,90.7,0.7156,0.043,92.9445,1.8098
628,my-windows-pc,2026-05-09 21:17:49.144495+05:30,59,82,2.2767,6.4644,480.137,5.8523
629,my-windows-pc,2026-05-09 21:18:19.340816+05:30,49.8,81.1,0.5207,0.0495,418.2139,5.1671
630,my-windows-pc,2026-05-09 21:18:49.942448+05:30,57.8,82.1,0.3454,0.1189,456.9875,6.7961
631,my-windows-pc,2026-05-09 21:19:20.191153+05:30,51.9,84.6,3.5695,1.0545,257.5514,5.1765
632,my-windows-pc,2026-05-09 21:19:50.423501+05:30,49.4,85.8,2.6122,1.0087,644.2829,11.1284
633,my-windows-pc,2026-05-09 21:20:20.655522+05:30,39.5,85.1,2.138,0.8064,548.5806,10.3947
634,my-windows-pc,2026-05-09 21:20:50.81497+05:30,64,88.9,6.1978,0.6723,637.5925,10.3152
635,my-windows-pc,2026-05-09 21:21:20.998122+05:30,54.8,89.7,0.2292,0.8541,561.6306,9.969
636,my-windows-pc,2026-05-09 21:21:51.284898+05:30,75.2,86,4.992,7.9342,500.5526,7.8338
637,my-windows-pc,2026-05-09 21:22:21.668385+05:30,40.8,86,1.3823,2.4996,610.6325,10.6982
638,my-windows-pc,2026-05-09 21:22:51.823561+05:30,48.6,78.5,0.312,5.4298,554.3359,9.5712
639,my-windows-pc,2026-05-09 21:23:21.97483+05:30,40.7,78.6,1.879,0.9675,530.7065,9.3823
640,my-windows-pc,2026-05-09 21:23:52.165878+05:30,43.6,78.1,0.4032,1.172,715.3245,13.4378
641,my-windows-pc,2026-05-09 21:24:22.323139+05:30,41.4,79,0.2188,0.8731,564.1557,9.9611
642,my-windows-pc,2026-05-09 21:24:52.472871+05:30,39.3,79.2,0.3514,1.0323,574.2797,9.9065
643,my-windows-pc,2026-05-09 21:25:22.633683+05:30,47.1,80.8,1.6313,1.2392,664.5132,10.9166
644,my-windows-pc,2026-05-09 21:25:52.791182+05:30,37.9,80.6,0.1355,0.883,581.8318,9.5825
645,my-windows-pc,2026-05-09 21:26:22.941747+05:30,42.2,81.2,0.4779,0.8433,522.8219,8.8334
646,my-windows-pc,2026-05-09 21:26:53.135601+05:30,38,81.8,0.6595,1.3192,713.3591,12.1883
647,my-windows-pc,2026-05-09 21:27:23.297227+05:30,43.9,82.4,1.3347,1.1004,558.4993,9.3183
648,my-windows-pc,2026-05-09 21:27:53.590264+05:30,88.6,82.3,14.4225,11.4261,241.7189,3.8563
649,my-windows-pc,2026-05-09 21:28:23.929183+05:30,86.4,86.1,6.1197,1.5196,231.7663,2.8936
650,my-windows-pc,2026-05-09 21:28:54.145922+05:30,54.5,86,23.2722,0.3429,103.8778,2.1629
651,my-windows-pc,2026-05-09 21:29:25.567337+05:30,69.2,89.6,8.7167,1.0957,139.1407,2.1077
652,my-windows-pc,2026-05-09 21:29:56.156309+05:30,99.9,91.9,6.4815,4.4725,409.7821,5.8689
653,my-windows-pc,2026-05-09 21:30:26.445238+05:30,50.6,79.8,1.7512,7.626,411.9795,4.5372
654,my-windows-pc,2026-05-09 21:30:56.649435+05:30,49.2,81.3,0.6244,0.0396,285.4607,3.9068
655,my-windows-pc,2026-05-09 21:31:26.831459+05:30,40.1,83,3.7943,0.0962,180.8485,2.8272
656,my-windows-pc,2026-05-09 21:31:57.004259+05:30,37.5,81.6,1.57,0.4522,353.4249,4.2452
657,my-windows-pc,2026-05-09 21:32:27.176128+05:30,42.2,86.7,3.9291,0.0295,196.7351,2.3355
658,my-windows-pc,2026-05-09 21:32:57.344714+05:30,32.9,86.6,0.0909,0.3921,145.6417,2.1411
659,my-windows-pc,2026-05-09 21:33:27.527737+05:30,27.2,85.2,0.1084,0.0221,214.4799,2.878
660,my-windows-pc,2026-05-09 21:33:57.691059+05:30,33.5,84.8,0.1787,0.0305,319.0784,4.0182
661,my-windows-pc,2026-05-09 21:34:27.856426+05:30,38.7,86.2,2.6045,0.0402,135.9093,1.5811
662,my-windows-pc,2026-05-09 21:34:58.18326+05:30,48.8,90.7,3.693,0.0459,395.5753,5.5613
663,my-windows-pc,2026-05-09 21:35:28.87867+05:30,99.2,90.3,5.8464,3.5549,89.8344,1.556
664,my-windows-pc,2026-05-09 21:35:59.151418+05:30,46.9,86.8,1.3645,0.0569,133.2923,1.6989
665,my-windows-pc,2026-05-09 21:36:32.096849+05:30,53.8,88.5,5.2671,2.1752,157.5219,2.7327
666,my-windows-pc,2026-05-09 21:37:02.279898+05:30,56.9,83.4,1.4718,5.1185,420.0787,5.3442
667,my-windows-pc,2026-05-09 21:37:32.457794+05:30,49.5,83.8,0.8527,1.2148,96.6619,1.9818
668,my-windows-pc,2026-05-09 21:38:02.644369+05:30,36.3,76.8,0.3805,3.5183,343.9421,4.6198
669,my-windows-pc,2026-05-09 21:38:32.843011+05:30,43.2,80.3,0.4554,0.0357,316.2579,3.8723
670,my-windows-pc,2026-05-09 21:39:03.096524+05:30,53.5,81.4,0.487,0.0385,269.2071,4.1109
671,my-windows-pc,2026-05-09 21:39:33.370412+05:30,54.2,82.4,0.8594,0.0415,477.1846,5.929
672,my-windows-pc,2026-05-09 21:40:03.545039+05:30,58,80.7,0.203,0.0381,580.8033,8.4064
673,my-windows-pc,2026-05-09 21:40:33.703677+05:30,36,82.6,1.8765,0.0268,235.6409,3.0185
674,my-windows-pc,2026-05-09 21:41:03.852356+05:30,32.9,81.3,0.0683,0.0321,185.8557,2.5562
675,my-windows-pc,2026-05-09 21:41:33.991845+05:30,39.7,81,0.2605,3.3133,258.5412,3.6735
676,my-windows-pc,2026-05-09 21:42:04.134952+05:30,39.5,81,0.5026,0.4165,127.0232,2.06
677,my-windows-pc,2026-05-09 21:42:34.274497+05:30,26.4,81.5,0.071,0.0472,137.415,2.6293
678,my-windows-pc,2026-05-09 21:43:04.412902+05:30,35,77.7,0.2679,0.4148,234.8561,2.8638
679,my-windows-pc,2026-05-09 21:43:34.573479+05:30,26.9,78.2,0.095,0.0358,137.7392,2.1728
680,my-windows-pc,2026-05-09 21:44:04.70941+05:30,33.5,78,0.23,0.0367,148.3953,3.117
681,my-windows-pc,2026-05-09 21:44:34.850241+05:30,30.6,79.1,0.9431,0.0755,101.9083,2.9316
682,my-windows-pc,2026-05-09 21:45:05.047433+05:30,81.4,86.7,5.7449,4.2623,26.8678,4.0929
683,my-windows-pc,2026-05-09 21:45:35.196082+05:30,65.8,79.4,1.2894,2.8842,697.1791,7.7987
684,my-windows-pc,2026-05-09 21:46:05.68538+05:30,71.3,81,0.9389,0.4798,640.4671,8.5338
685,my-windows-pc,2026-05-09 21:46:37.18543+05:30,73,81.5,0.5284,0.0679,820.6949,8.7653
686,my-windows-pc,2026-05-09 21:47:07.649068+05:30,70.8,80.5,1.2761,2.9246,753.0831,8.715
687,my-windows-pc,2026-05-09 21:47:38.03709+05:30,71.1,79.8,0.6304,0.5039,655.3923,7.7356
688,my-windows-pc,2026-05-09 21:48:08.329478+05:30,59.3,76.2,0.0383,1.4438,606.2087,6.5916
689,my-windows-pc,2026-05-09 21:48:38.651448+05:30,76,80.3,1.1109,0.0393,837.7553,9.439
690,my-windows-pc,2026-05-09 21:49:08.99647+05:30,61.7,78.5,0.341,0.0586,926.2487,10.8917
691,my-windows-pc,2026-05-09 21:49:39.253769+05:30,73.1,79.4,2.1277,0.0537,836.5618,9.0263
692,my-windows-pc,2026-05-09 21:50:09.555028+05:30,54.5,80.1,0.6959,0.06,487.1114,6.0822
693,my-windows-pc,2026-05-09 21:50:39.837613+05:30,60.1,81,0.1298,0.0228,847.2837,9.8698
694,my-windows-pc,2026-05-09 21:51:10.185614+05:30,56.8,80.2,0.042,0.0346,722.9318,8.4554
695,my-windows-pc,2026-05-09 21:51:40.590752+05:30,63.3,81.4,0.1005,0.064,818.7548,9.0867
696,my-windows-pc,2026-05-09 21:52:10.894637+05:30,60.4,80.7,0.0571,0.3918,614.1362,6.9789
697,my-windows-pc,2026-05-09 21:52:41.228256+05:30,62,79.7,0.1496,0.1165,859.6447,10.8435
698,my-windows-pc,2026-05-09 21:53:11.80346+05:30,56.8,79.5,0.0367,0.3574,550.8265,6.2486
699,my-windows-pc,2026-05-09 21:53:42.030744+05:30,52.8,80.9,1.2924,0.0268,144.6029,2.4181
700,my-windows-pc,2026-05-09 21:54:12.9303+05:30,99.1,82.5,6.1285,0.5296,703.916,9.409
701,my-windows-pc,2026-05-09 21:54:43.531473+05:30,97.7,89.1,13.2974,1.293,643.8935,9.9143
702,my-windows-pc,2026-05-09 21:55:13.804877+05:30,75.2,82.3,0.2478,2.7606,371.9503,5.9093
703,my-windows-pc,2026-05-09 21:55:44.102364+05:30,50.8,79.7,0.1888,0.0362,143.3141,2.8085
704,my-windows-pc,2026-05-09 21:56:14.412428+05:30,65.6,81,0.4833,1.3043,150.5436,2.0762
705,my-windows-pc,2026-05-09 21:56:45.529948+05:30,93.1,88.9,3.9505,0.4201,752.4851,8.7421
706,my-windows-pc,2026-05-09 21:57:15.83372+05:30,88.2,86.1,2.3076,0.3883,440.7244,5.1114
707,my-windows-pc,2026-05-09 21:57:46.120909+05:30,64.9,85.2,0.6608,0.3906,307.4214,3.5802
708,my-windows-pc,2026-05-09 21:58:16.893872+05:30,62.2,85.2,0.0534,0.0511,261.8142,2.7816
709,my-windows-pc,2026-05-09 21:58:47.153627+05:30,61.1,83.5,0.026,0.0307,454.9138,4.9885
710,my-windows-pc,2026-05-09 21:59:17.438672+05:30,61.2,83.8,0.1817,0.0189,459.8792,5.681
711,my-windows-pc,2026-05-09 21:59:49.920507+05:30,82.1,89.2,1.1037,0.3883,11.8226,1.4519
712,my-windows-pc,2026-05-09 22:00:22.324526+05:30,88.1,90.2,32.8249,0.7477,14.9245,1.4221
713,my-windows-pc,2026-05-09 22:00:53.343463+05:30,98.4,89.5,38.9693,6.4191,5.105,20.7625
714,my-windows-pc,2026-05-09 22:01:33.060266+05:30,93,90.3,11.2477,3.3635,5.5782,18.1849
715,my-windows-pc,2026-05-09 22:02:03.447734+05:30,62.6,90.2,13.6325,5.5982,4.3296,10.3677
716,my-windows-pc,2026-05-09 22:02:37.191062+05:30,94.5,92,7.7669,0.5651,6.0815,18.8005
717,my-windows-pc,2026-05-09 22:03:08.662081+05:30,99.4,89.7,14.7736,5.4628,5.7836,23.0022
718,my-windows-pc,2026-05-09 22:03:38.955692+05:30,71.4,82.2,4.4197,6.9987,5.1831,31.1013
719,my-windows-pc,2026-05-09 22:04:09.106083+05:30,66.4,82.8,3.6083,0.0747,2.6014,18.7092
720,my-windows-pc,2026-05-09 22:04:39.242508+05:30,77,86.9,2.6312,1.2546,1.0382,0.7868
721,my-windows-pc,2026-05-09 22:05:09.475042+05:30,78.6,87.4,2.1372,0.025,3.4123,15.8089
722,my-windows-pc,2026-05-09 22:05:39.636996+05:30,80.1,89.7,1.1012,0.109,5.6769,13.7466
723,my-windows-pc,2026-05-09 22:06:09.812166+05:30,80.3,89.5,0.488,0.0357,0.348,0.2348
724,my-windows-pc,2026-05-09 22:06:40.000067+05:30,86.4,87.9,6.1294,5.3775,1.8534,0.4231
725,my-windows-pc,2026-05-09 22:07:10.21555+05:30,75.7,84.6,1.703,3.6063,0.6352,0.1379
726,my-windows-pc,2026-05-09 22:07:40.336594+05:30,77.2,84.5,4.1095,0.0753,0.6367,0.3665
